1|[{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}]|5|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 03:15:40.069292|0
2|[{'ime': 'Marijana', 'prezime': 'Kesic', 'korisnicko_ime': 'MarijanaKesic', 'lozinka': 'kesa', 'email': 'marijanakesic@mail.net', 'pasos': '174592840', 'drzavljanstvo': 'Srbija', 'telefon': '062916202', 'pol': 'Zenski', 'uloga': 'korisnik'}]|5|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 03:15:44.974780|0
3|[{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}]|5|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 03:47:18.833151|0
4|[{'ime': 'Marijana', 'prezime': 'Kesic', 'korisnicko_ime': 'MarijanaKesic', 'lozinka': 'kesa', 'email': 'marijanakesic@mail.net', 'pasos': '174592840', 'drzavljanstvo': 'Srbija', 'telefon': '062916202', 'pol': 'Zenski', 'uloga': 'korisnik'}]|5|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 03:47:24.994219|0
5|[{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}]|3|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 03:48:05.640262|0
6|[{'ime': 'Marijana', 'prezime': 'Kesic', 'korisnicko_ime': 'MarijanaKesic', 'lozinka': 'kesa', 'email': 'marijanakesic@mail.net', 'pasos': '174592840', 'drzavljanstvo': 'Srbija', 'telefon': '062916202', 'pol': 'Zenski', 'uloga': 'korisnik'}]|3|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 03:48:09.422394|0
7|[{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}]|5|realizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 05:25:24.003811|0
8|[{'ime': 'Marijana', 'prezime': 'Kesic', 'korisnicko_ime': 'MarijanaKesic', 'lozinka': 'kesa', 'email': 'marijanakesic@mail.net', 'pasos': '174592840', 'drzavljanstvo': 'Srbija', 'telefon': '062916202', 'pol': 'Zenski', 'uloga': 'korisnik'}]|5|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 05:25:31.603538|0
9|[{'ime': 'Marijana', 'prezime': 'Kesic', 'korisnicko_ime': 'MarijanaKesic', 'lozinka': 'kesa', 'email': 'marijanakesic@mail.net', 'pasos': '174592840', 'drzavljanstvo': 'Srbija', 'telefon': '062916202', 'pol': 'Zenski', 'uloga': 'korisnik'}]|5|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 05:25:46.259087|0
10|[{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}]|5|realizovana_karta|{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}|{}|2023-02-10 05:26:57.502663|0
11|[{'ime': 'Aleksa', 'prezime': 'Bijelic', 'korisnicko_ime': 'a', 'lozinka': 'a', 'email': 'aleksabijelic@mail.net', 'pasos': '915820395', 'drzavljanstvo': 'Srbija', 'telefon': '065432102', 'pol': 'Muski', 'uloga': 'korisnik'}]|300|nerealizovana_karta|{'ime': 'Aleksa', 'prezime': 'Aleksic', 'korisnicko_ime': 'AleksaAleksic', 'lozinka': 'aleksaaleksic', 'email': 'aleksaaleksic@mail.net', 'pasos': '123942123', 'drzavljanstvo': 'Srbija', 'telefon': '069876543', 'pol': 'Muski', 'uloga': 'prodavac'}|{}|2023-02-10 07:42:41.493627|0
13|[{'ime': 'jovana', 'prezime': 'lekic', 'korisnicko_ime': 'joca123', 'lozinka': 'joca1234', 'email': 'joca123@gmail.com', 'pasos': '0', 'drzavljanstvo': 'srbija', 'telefon': '0650175577', 'pol': 'srednji', 'uloga': 'korisnik'}]|430|nerealizovana_karta|{'ime': 'jovana', 'prezime': 'lekic', 'korisnicko_ime': 'joca123', 'lozinka': 'joca1234', 'email': 'joca123@gmail.com', 'pasos': '0', 'drzavljanstvo': 'srbija', 'telefon': '0650175577', 'pol': 'srednji', 'uloga': 'korisnik'}|None|2023-03-18 11:33:04.309871|0
